id	textes	classes
2749	Film sans grand intérêt, à éviter. Les morts s'enchainent sur une trame très peu passionnante (autant dire qu'on s'ennuie ferme). Les personnages sont tellement peu attachants qu'on se fiche entièrement de leur sort : qu'ils crèvent ça nous est égal. Heureusement que le film ne dure qu'une heure et demie. Bref, le synopsis était sympa, l'affiche également, mais le film n'est pas à la hauteur. En plus on a droit à tous les clichés. La voiture qui fait trois tonneaux puis explose subitement. Le mec qui tente d'attraper une machette pour se défendre, mais à qui il manque 3 centimètres de doigts. La fille qui regarde un gentil gars se vider de son sang et qui, à peine meurt-il, répète trois fois de suite son prénom l'air terrorisé. Les acteurs sont d'une fadeur pas possible, en particulier Genevieve Cortese dans son premier rôle (et elle ne s'est pas améliorée avec le temps puisque je l'avais trouvée exécrable dans FlashForward). Bref, une histoire qui ne fait pas peur, qui n'émeut pas, bref qui ne procure rien, et un dénouement dont on se fout totalement, surtout qu'il est ultra-prévisible. Seules quelques scènes assez marrantes se démarquent du lot (le gars qui essaie de trimballer un mi-mort à l'arrière de la moto).	0
2750	"Une romance dans la lignée de ""N'oublie jamais"" ou ""Le Temps d'un Automne"", autrement dit rien de bien extraordinaire ni émouvant. L'histoire est cousue de fil blanc, bourrée de clichés, et les acteurs sont peu convainquants. On a plus à faire à un téléfilm qu'à du 7ème art !"	0
2751	"Le film d'animaux en détresse est un genre en soi. Avec pour mètre étalon ""Sauvez Willy"" ou ""Benji la Malice"". Ici, c'est donc un dauphin qui a les honneurs de voir son histoire racontée sur grand écran, avec en prime Morgan Freeman, Harry Connick Jr (dont la carrière ne rime à rien), et Ashley Judd qui cachetonne. Pas de surprise: des bons sentiments à tire-larigot, un message d'espoir, et un happy end obligatoire. C'est inévitablement cucu, le propos écolo passe tout seul, et les enfants sont émus. Les adultes eux, prennent leur mal en patience."	0
2752	"Adapté du roman ""Le locataire chimérique"" de Roland Topor, dont le récit possède de grandes influences kafkaïennes, ""Le locataire"" est le troisième et dernier film de la trilogie des appartements maudits dans la filmographie de Polanski, après ""Répulsion"" et ""Rosemary's Baby"". Pour ainsi dire, ce long-métrage est certainement l'un des meilleurs de son auteur tant Polanski parvient à incorporer à son film un sentiment de crainte et d'horreur au fur et à mesure que les voisins exercent une guerre psychologique envers le locataire, Trelkovsky (joué par Polanski himself). L'histoire est bien amenée, le suspense présent à chaque minute, de même que la mise en scène qui, de par sa lenteur, insiste énormément sur l'horreur qui se trame. A noter que ""Le Locataire"" est le premier film français à utiliser la technique de la Louma, c'est à dire à utiliser la technique de la caméra attachée à la grue pour favoriser travellings et panoramiques. Le générique de début en est un parfait exemple. Toutefois, apprécier ""Le Locataire"" uniquement pour sa technique ne serait pas lui rendre un parfait hommage. Polanski effectue un formidable travail sur l'ambiance à tel point que le spectateur devient,comme le personnage principal, paranoïaque et fou. Servi par un casting admirable, ""Le Locataire"" est l'un des meilleurs films français horrifiques à avoir été tourné, même si l'horreur ici est plutôt psychologique que visuelle (quoi que...). Un travail est aussi fait par rapport aux décors, et particulièrement à l'appartement deux pièces dans lequel vit Trelkovsky, qui suinte le caractère glauque et oppressant de l'endroit. Polanski réussi un coup de maître avec ce film, qui parvient à tenir en haleine le spectateur jusqu'au dénouement, et qui continue, même après visionnage, de hanter nos pensées, comme si le mystère était encore à résoudre..."	1
2753	Le Meilleur de Bud Spencer, comment ne pas rigoler ? drole, bien fait, visuellement magnifique, bien joué... Comédie GénieAl(adin) !	1
2754	Rarement un documentaire a su montrer avec une telle intimité les ravages de la guerre. Homeland est un grand moment de cinéma et d'humanité.	1
2755	Alors là aucunes hésitations à mettre 5 étoiles, ce film est génial, enfin si on aime les comédies anglaises car c'en est une de leurs meilleures représentante. J'ai pas compris pourquoi ce film n'était pas dans les grands cinémas de mon quartier mais plutôt dans les petites salles d'art et d'essai, ou de cinoch indépendant, mais j'ai compris que beaucoup n'auraient peut être pas assez d'humour, surtout noir pour le voir. Tant mieux pour ceux qui ont eu la curiosité, j'ai vu personne regretter ce choix. Pas d'acteurs connus et c'est tout aussi bien joué, même bien mieux que de nombreuses stars. Un scénario très bien écrit, tout en repose que sur une situation comique mais comprend aussi les à côté, c'est simplement écrit, sans perdre le spectateur... Dans tout les cas comédie anglaise qui fait bien rire, bien faite, bien représentée, ça part pas dans tous les sens, pas de morale mal placée. Non vraiment un film parfait à mon sens, je recommande vivement car on passe un très bon moment et personne ne me l'a encore démenti.	1
2756	Extraordinaire Dinklage, j'admire ce formidable acteur. Trop d'émotions dans ce beau film qui trace le vie d'un acteur raté est d'un écrivain en phase de changement après tant d'échecs il reprends sa vie en main grâce à l'histoire d'Hervé	1
2757	"Une bonne surprise tout a fait acceptable. Malgré un manque d'originalité certain on se laisse prendre facilement a cette ""pseudo chasse au vampires"". On passe un bon moment et c'est tout ce que l'on recherche.Les spécialistes des road movies horrifique seulement..."	1
2758	"Ce n'est pas le meilleur !!! C'est un bon Star Trek !!! William ""Kirk"" Shatner rencontre Patrick ""Picard"" Stewart qui est devenu le pilote successeur de l'U.S.S. Enterprise !!! Un excellent film de science-fiction !!! Du spectacle grandiose !!!"	1
2759	Si le nom de Danny Boyle est souvent synonyme de réussite, l'anglais est aussi capable de réaliser des films plus que médiocres à l'image de ce A Life Less Ordinary. Ce dernier s'appuie sur un scénario qualitativement très faible. Tout est convenu, cliché, l'intrigue se déroule de façon beaucoup trop linéaire et ne présente en fin de compte que peu d'intérêt, le côté fantastique, plus barbant qu'autre chose, n'arrangeant pas les choses. Le duo Diaz-McGregor fonctionne difficilement et peine à se sortir de ce bourbier aux personnages et situations stéréotypés. Même la réalisation est sans saveur, sans parler de la bande originale qui n'est pas loin d'être ridicule, ce qui est quand même un comble quand on parle de Boyle. Peut-être le pire film du réalisateur avec Millions sorti en 2004, les deux long-métrages partageant d'ailleurs le même côté mystique.	0
2760	Film pas terrible du tout, déjà il est très long a démarré puis le reste ne suit pas, l'histoire n'a aucun sens. On regarde un film qui est que du vent, il n'y a rien de concret dedans.	0
2761	Très nian nian ne vaut même pas les téléfims de M6 du dimanche ...	0
2762	oula, un mauvais téléfilm, long, prévisible, digne d'un épisode de joséphine !	0
2763	"Comment exprimer précisément mon sentiment après 1h30 de bonheur ?....c'est une bouse, une grosse bouse, rien que de la bouse...Pas de scénario, acteurs navrants, dialogues inexistants....On n'y croit pas une seule seconde...les stéréotypes sont simplement ridicules (mâchouillages de clope/allumette/et autres hosties...)..la musique façon Morricone et les effets de cadrage (yeux) bien appuyés à la Sergio Leone ne font qu'amplifier la catastrophe qu'est cette chose (je n'ose pas dire ""ce film""). Je n'ai pas vu le 1er, et je me passerai également du 3 .... NB: a deux, ce film peut procurer de francs moments de rigolade (quand les vampires meurent a coups de ""Gruiiiiiik"" par exemple) mais il vaut mieux avoir des amis compréhensifs et pleins de second degré sinon vous courez le risque de les perdre en leur proposant ce truc...."	0
2764	Bon film qui n'a pas de réelles prétentions mais qui nous fait passer un très bon moment. Elijah Wood dans la peau d'un jeune de 17ans qui découvre l'amour est attachant. Pas un grand film mais un bon divertissement.	1
2765	"Il est vrai, film long et ennuyeux, mais génial, si vous savez décrypter. Le film porte, comme une partie de l'oeuvre de F.G. Marques sur les croyances. Le colonel qui vit avec sa femme dans la pauvreté croit qu'il va recevoir une lettre qui lui annonce ses droits à pension. Des fois il croit, des fois y croit pas ou plus, mais il montre qu'il croit, sa femme fait pareil. Cette croyance, c'est ce qui le soutient moralement et ce qui fait sa dignité. Ses fréquentations montrent qu'il croit que le Colonel croit; un jeu social s'organise pour préserver la relation, l'honneur, les faveurs et les prix. Idem pour l'affaire de son coq de combat, un ami qui ne se déclare pas ami lui achète en négociant le prix sur des croyances en la capacité du coq... là aussi il y a un jeu. Un jeu pas si drôle parce que un jeu qui tourne autour des questions de la dignité et de la pauvreté . Rien n'est tout à fait évident. Pour les psychologues ou amateur, on peut se référer à la théorie de la dissonance cognitive et pour le jeu social autour de ""nous montrons tous que nous croyons, même si ..."" on peu voir ou lire la pièce ""Le Roi est nu"" inspirée des contes d'Andersen. C'est tout bonnement fondamental pour comprendre le monde."	1
2766	Le mythe de Crésus revisité par Jean Giono à la façon provençale. On pourra toujours y trouver un intérêt patrimonial voire moral, mais force est de constater également l'extrême médiocrité de l'ensemble. Les longueurs sont trop nombreuses, les dialogues tournent à vide, l'intrigue manque de volume et enfin les incohérences ne semblent avoir aucune limite.	0
2767	Psych-Out est un film culticime, qui à l'heure d'aujourd'hui, se situe entre le film et le reportage, vu le témoignage qu'il apporte de la génération hippie de la fin des années 60. La drogue est un des thèmes touché par le film, et de façon très neutre. Vous serez surpris aussi de retrouver Jack Nicholson dans un de ses premier rôle.	1
2768	Le prototype même du film qui pourrait être un clip de campagne pro-UMP. Qu'est venu faire Michael Caine dans un film aussi bas du front. Tout y est soit noir soit blanc, sans objectivité aucune, Caine incarne un gentil vieillard contre de méchants voyous des cités, le tout arrosé de plein de clichés qui contribue à faire perdre le peu de crédibilité au film, qui en plus se révèle chiant.	0
2769	La mise en scène de Tsui Hark est ce qu'elle est, mais il faut avouer que son cocktail action /humour, réussi à nous divertir. Malgré un scénario abracadabrantesque, et des acteurs qui jouent en roues libres.	0
2770	Un teen movie, ni drole, ni romantique, ni special mais ennuyeux pour ne pas dire ch**t OUI! Passez votre chemin, il n'y a rien à voir. quant à Rachel Blanchard, 36 ans et toujours des roles d'ado de 16 ans avec le QI d'une moule. Elle n'a fait que des teens movies pourris et elle confirme la règle	0
2771	O Kadhal Kanmani, un navet parfait ou comment dire une ....Bref le film suit un fil linéaire, aucun rebondissement, que de l'ennui. On se demande même comment peut on réaliser un film pareil!! Je pense que Ratnam a voulu mettre en avant l'évolution de la société indienne, mais c'est un échec total. Film à éviter.	0
2772	nul.	0
2773	"des plans trop longs , un film proche d'un mauvais documentaire sans voix ""off"", des dialogues minimalistes insipides , un érotisme a vous dégoûter de la chose, une intrigue sans intrigue , une critique élogieuse ...la bêtise n'est jamais silencieuse ; ce film est un navet !!!pour bobo!!"	0
2774	Ce film a même pas de fin ! Il se coupe d’un coup sans qu’on ne sache la fin de l’histoire ! Nul nul nul Une perte de temps	0
2775	Hyper motivé de par les critiques unanimes et par les acteurs que j'aime, je prends enfin le temps de regarder ce film et là, catastrophe ! Je trouve ça d'une platitude incommensurable ! Je m'accroche, il va bien se passer quelque-chose, une demi-heure, rien, 45 minutes, toujours aussi ennuyeux, une heure, ras le bol, je laisse tomber !!	0
2776	C'est un film de toute beauté ! J'ai beaucoup apprécié et j'ai passé un très bon moment de divertissement. Les animaux, les paysages, tout est magnifique, splendide, c'est du beau travail. Bien entendu, la panthère noire et l'ours sont particulièrement géniaux.	1
2777	J'ai rarement vu un film aussi plat surrement la plus grosse daube de vin diesel a eviter à tout pris !!!	0
2778	Film consternant par trop d'incohérence,de bêtise, de longueurs et surtout par cette obstination à déshabiller les acteurs à tout bout de champ sans raison aucune... à la veille de la fin du monde. Ou serait-ce cette pulsion de vie qui expliquerait ces scènes de sexe à répétition? Ce manque de lisibilité et le côté outrancier du film nuisent au final à l'ensemble et on passe à côté d'un sujet qui aurait pu être vraiment intéressant. De gros regrets également au niveau du jeu des acteurs qui jouent leur rôle à l'excès en particulier Catherine Frot qui déçoit énormément!	0
2779	Si « La ballade de Narayama » a emballé le jury cannois qui lui a remis la palme d’or, j’ai pour ma part détesté ce film. Je reconnais bien entendu certaines qualités au film notamment le remarquable travail du cadre effectué par Shohei Imamura, la superbe bande originale et l’excellente séquence dans la montagne mais, malgré cela, je ne suis pas parvenu à entrer dans ce film. Je l’ai trouvé tout simplement sans intérêt car dénué de propos, mise à part un vague questionnement sur l’animalité contenu de l’homme apporté par des métaphores peu subtiles, pour ne pas dire grossières. J’ai eu tout simplement du mal à me passionner pour cette histoire se déroulant dans un Japon médiéval rural ni pour les personnages tous plus ignobles les uns que les autres. Il faut dire que le jeu des acteurs n’a pas arrangé les choses, ces derniers ne cessant de crier et de surjouer les émotions au point que ça en devienne insupportable. Je veux bien croire que ce long-métrage est une grande œuvre de cinéma mais je pense ce n’est pas tout simplement pas ma came.	0
2780	Il est inutile d’être un amateur de musique de jazz (et c’est mon cas) pour pouvoir apprécier pleinement ce film et se laisser séduire par la personnalité de Michel Petrucciani, pianiste de génie et croqueur de vie insatiable. Quelle leçon magistrale de vitalité et d’énergie ! Handicapé Michel Petrucciani ? Sûrement pas et c’est nous, les gens dits « normaux », qui devrions nous remettre en question. Michael Radford distille ses séquences composées de documents d’origine et de témoignages avec une retenue et une fluidité exemplaires.	1
2781	Vraiment pas bon , acteurs mauvais , fin ultra previsible et pleins d'incoherence, a eviter	0
2782	"Une oeuvre forte de Kawalerowicz, sur les séquelles de la guerre et des tortures infligées par les nazis. Les ""réchappés"" peuvent-ils vivre normalement. Ce film pose la question. Très maîtrisée techniquement, cette oeuvre austère et un peu froide, décrit bien les tourments des traumatisés. Une photographie en noir et blanc souvent très contrastée, des plans, des gros plans, et des cadres toujours bien choisis, font du film une oeuvre esthétique. Très sombre et inquiétant, l'atmosphère du film laisse prévoir la fin tragique. La musique est d'une grande qualité également et participe bien à l'âpreté de l'oeuvre."	1
2783	Une plongée saisissante et cinglante dans les débuts du mouvement Hooligan.	1
2784	Young Adam n'est pas un mauvais film. C'est juste un des films les plus emmerdant que j'ai jamais vu. Et là je pèse mes mots. Parce qu'autant l'intrigue est pas mal, le personnage de Joe est plutôt interessant, y'a une certaine ambiance... autant vraiment on s'ennuie comme pas possible devant ce film. N'allez pas croire que je demande de l'action pour qu'un film m'interesse, non, pas du tout. Mais le film est d'une lenteur impressionante, ça casse tout, et on s'emmerde plus qu'autre chose devant Young Adam. C'est vraiment dommage, je dirais pas que je regrette de l'avoir vu, mais je doute que je le regarderais à nouveau, j'ai l'impression d'avoir passé trois heures devant ce film qui en fait pourtant 1h30.	0
2785	c'est quoi ce film ? une parodie de la maison près du cimetière de Lucio fuci ? le titre n'a quasi-rien à voir, le film ennui, les acteurs jouent mal : film d'horreur qui n'effraye pas, mais qui par contre, ennui beaucoup!	0
2786	"J'ai choisi ce film au hasard car on ne peut mettre de critique à propos d'un réalisateur. A vrai dire, je n'ai jamais vu aucun de ses films ... en entier. Là, on entre dans ce qu'il se fait de plus mauvais sur la planète cinéma. SOS 7ème art en détresse. Pitié, qu'on durcisse la censure, que le nom de Rollin soit banni des bobines sous peine d'être brûlées. Une filmographie de films-poubelle où tout est popurri : réaalisation, scénario, ""jeu"" des acteurs... une nouvelle forme d'art inexpressive et laide. Les scènes érotico-fantastico-horrifico-exécrablo-moisies s'enchaînent de manière pathétique pour nous livrer l'un des aspects les plus affligeants de la liberté d'expression. Fondamentalement dangereux donc."	0
2787	"Disney avait sortie ""le monde de Nemo"" donc dreamwork c'est dit aussi ""nous aussi on va sortir un film d'animation avec des poissons"". Sauf que là c'est pourrie..."	0
2788	Un film magnifique plein d'espoir mais qui vous révolte aussi. On suit avec bonheur par moment et crainte à d'autres le destin de ces 4 femmes.	1
2789	J’aimerais expliquer l’histoire mais comme j’ai rien pigé on va passer dessus, juste qu’un groupe de 5 personnes visite une crypte hantée et disparaissent. Sont alors envoyés pour enquêter un flic, une experte en paranormale et un prêtre.(On apprend avec le final il y a en fait 3 groupes de personnes, le film jouant plus ou MOINS habilement sur le temps. Le groupe de 3 enquêtant en réalité sur un autre groupe, les scènes avec « le groupe des 5 » se passant en réalité âpres eux et non avant. Vous n’avez rien compris ? Regardez le film pour être encore plus perdu !). Coté réalisation, c’est sombre on y voit pas grand chose et niveau frisson on atteint un épisode de Colargol. Le film multiplie des flashbacks sur des prostituées des années 1700 pour expliquer le pourquoi de la hantise de la bâtisse, c’est irritant et peu intéressant. Idem le niveau d’acteur est très bas en particulier celui des jeunes.( D’ailleurs pourquoi le flic tue l’experte ? rien compris).Un bon point le film est très court.	0
2790	Il fallait bien qu'un réalisateur exploite le filon France 98. Manque de pot, c'est l'un des moins originaux et l'un des moins doués qui s'en est chargé, pour ne pas le citer Fabien Onteniente. Un zéro pointé pour ce navet.	0
2791	Quand je vois le mal que j'ai à trouver quelques milliers d'euros pour m'acheter une voiture, je ne comprends pas comment on peut rassembler plusieurs millions pour fabriquer une bouse pareille !	0
2792	La première enfant star reconnu sur un plan internationale. Alors que j'adore la version d'Alfonso Cuarón, je découvre enfin celle d'origine de 1939 en Technicolor. Je vais pas tourner autour du pot, Shirley Temple est une enfant qui livre une prestation mature, splendide petit bout de chou capable également de danser et de chanter. Et ce n'est pas tout ! nous avons même un passage théâtral. Vraiment, un long-métrage de qualité. Shirley temple est une icône, ça se comprend.	1
2793	"Dommage. Vraiment dommage. Des décors magnifiques, une photographie somptueuse, des musiques envoûtantes, une histoire intéressante ... sous la direction du grand Bernardo Bertolucci. A priori, tout était indiqué pour que ""Un thé au Sahara"" soit une oeuvre puissante et intelligente. Ce qui n'est malheureusement pas le cas. On ne retrouve pas ici les fulgurances lyriques qui faisaient le charme de ""1900"". On ne retrouve pas non plus la grandeur du ""Dernier empereur). Et on retrouve encore moins l'intensité émotionnelle du ""Dernier tango à Paris"". Oui, ça a beau être de Bertolucci, on ne retrouve pas la virtuosité du cinéaste italien. C''est mal rythmé, surfait, ennuyeux ... c'est dommage."	0
2794	"Le problème de ce film c'est qu'on ne sait pas si c'est un panégyrique ou une critique vis à vis du sujet...... Les acteurs sont pas mauvais mais Tonie Marshall nous propose une histoire sans consistance et sans humour où on sent qu'elle tourne autour du pot de peur de paraître trop franche et donc de déplaire.... une seule phrase à retenir : ""si elle continue à réciter du mitterrand je vais finir dépressif et impuissant"".... bien vu......."	0
2795	"Trés belle réussite pour ce superbe film d'une réalisation des plus grandes productions d'Hollywood. L'atmosphere de l'histoire qui narre une guerre de gangs est parfaite, on écoute , on admire le jeu des acteurs , les plans de caméras , le montage du film digne des blockbuster américains , honnetement chapeau bas! La bande son est des plus moderne avec des séquences ""techno "" ou ""rap"" qui contraste avec ces quartiers misérables et la vie moyenageuse qui y regne Violence , tueries , meurtres , guerre de gangs pour les territoires , trahisons , situations imprévisible, tous les ingrédients des grands et bons films sont réunis sauf que les courses poursuites se font en mobylettes et les interrogatoires dans la langue locale font un peu sourire sinon chapeau bas , c'est un trés bon film Bollywoodien !! (et je n'ai pas vu le premier !)"	1
2796	C'est une histoire attachante d'homme, enfin de robot.. Point de robot tueurs comme pourrait l'attendre certains. Moi cela me convient très bien. Si vous adorez les nouvelles d'Asimov, je pense que vous y trouverez largement votre compte.	1
2797	Un trés bon film!!!, un film d'epoque sur l'adultere, avec trés peu de dialogues et beaucoup dans l'emotion et l'interpretation des personnages, d'ailleurs un double coup de chapeau d'abord a emmanuelle devos, qui joue la femme blessé qui apprend que son mari l'a trompe avec sa soeur, un grand coup de chapeau a cette actrice qui fait que des bons films a mon gout(sur mes levres, la moustache etc....), et clovis cornillac en mari qui s'appelle gilles, comme le titre l'indique, trés sobre, une puissance de jeu qui fait partie de la race des gabin ou depardieu, souhaitons lui la meme carriere. et laura smet qui joue la la belle soeur de gilles, dans un second role, un peu moins exploité que les autres roles, mais une vraie beauté. un bon film chargé d'emotions a voir.	1
2798	Belle réalisation de Germaine Dulac sur un sujet médiévalo-fantastique. Les finances de la ville de Pimprelune, obligent la municipalité à vendre la Tour grise aux enchères. Achetée par un étranger qu’on dit alchimiste au grand dam de l’illuminé qui y squatte, le village protégé par une statue voit nombre de ses habitants sombrer dans la folie quand celle-ci se brise. La ville de Pimprelune aux toits biscornus fait penser à l’esthétique du Cabinet du Dr. Caligari. Le personnage du bailli, caricature du politique lâche et gras, au jeu expressionniste marqué est très drôle. Germaine Dulac utilise la surimpression, et un jeu d’ombres dont celles de mains crochues pour signifier la folie des habitants qui se croient victimes du Diable.	1
2799	j'ai bien ri et j'ai passé un super moment avec un film sans prétention mais qui vaut le détour.	1
2800	C'est long. A la limite, ce n'est pas le plus gros problème. C'est théâtral. Pour du cinéma, c'est un peu un problème. C'est tantôt comique, du comique infantile, tantôt sérieux, voire morbide. Surjoué puisque théâtral. Mais, mal surjoué (pour être honnête, je l'ai regardé en VF) Mais, surtout, ça saute du coq à l'âne. Même au bout de quelque temps, quand les personnages commencent à exister, c'est quasi impossible de suivre le fil, s'il y en a un. Enfin bref, c'est raté	0
2801	"Je me suis ennuyé, scénario simplissime sans intrigue ni rebondissement; le Hitman est caricaturé au possible avec sa tête de mystérieux tueur à l'enfance malheureuse dont le destin était finalement prévisible. De l'action,de la tuerie mais il n'y a pas de profondeur ni dans les personnages ni dans le film,tout se laisse regarder ""froidement"" sans réelle compassion pour l'histoire et le tout bercé par une bande son mollassonne qui finit par agacer ; j'ai coupé au bout d'une heure..."	0
2802	Seulement mon 2ème film en Avril, je l'ai vu parce que c'était le seul qui émergeait de la masse des blockbuster/comédies entre potes/et films complètement inintéressants. Du coup je dois dire que j'ai apprécié de voir un truc différent, même si ça n'est pas suffisant. Il en manque beaucoup à ce film, et il n'y a pas l'excuse de la tyrannie/censure pour le justifier. Le premier souci vient du fait que j'ai constamment eu l'impression de me faire tromper sur la marchandise, le métrage oscillant entre faux docu et vrai film, cassant parfois le3ème mur, se citant lui-même. C'est pas mauvais d'être malmené mais là j'étais trop perdu en fait. Le deuxième souci, le plus grave, est que le film tourne à vide.... Les séquences sont répétitives, certaines insupportables (l'homme blessé, pourquoi faire...), trop longues. Bref je me suis ennuyé sur un film d'1h30 ce qui n'est jamais bon signe. Sorti de son contexte politique, il ne reste pas grand chose, un peu comme Timbuktu, qui n'était pas mauvais par contre.	0
2803	L'un des premiers films de Werner Herzog et certainement l'un des moins bons ( avec Coeur de Verre, film soporiphique à souhait ). Un long métrage bordélique ( bien que très inspiré pourtant ) et cruellement répétitif, malgré des thèmes originaux : la différence, la violence que suscite cette dernière et les répercussions chaotiques qu'elle engendre. Il y a du style, c'est certain ( il suffit de voir la scène du camion )... Malheureusement, Herzog ne parvient pas à canaliser son imagination et ses trouvailles visuelles sont très vite rattrapées par la vacuité du scénario. Il est regrettable de constater qu'un tel talent, qu'un tel potentiel soit gâché par l'absence de trame. Donc, vous l'aurez compris : un film plus ou moins raté malgré ses qualités esthétiques. Une succession de scènes où tout fout le camp, c'est plutôt léger pour un film d'une heure et demi. C'est vraiment dommage... Allez, Herzog ! On ne t'en veux pas, car tu sais : certains cinéastes aussi ont commencé petits...	0
2804	Ce film est dans la lignée d'Elephant, du même réalisateur : un long-métrage ennuyeux et sans intérêt, où il ne se passe pour ainsi dire rien pendant 1h30. Je me demande vraiment si je vis sur la même planète que les critiques...	0
2805	Pas grand chose, un film plat et une histoire longuette. On s'ennuie ferme mais la fin mérite d'être vue.	0
2806	A tout les amateurs de science fiction et d'invasion extraterrestre, passez votre chemin... J'espère que David Flores a honte d'avoir sortie ce film. On ne parlera pas des faux raccords ou petites erreurs de tournage qui m'ont bien fait rire (2 personnes montant dans la voiture du coté droit, un à l'avant et l'autre à l'arrière; puis 10 secondes plus tard les deux sont à l'avant... les changements de décors en moins de 15 secondes ou encore le technicien qui dit recevoir des messages de partout alors que sa tablette est éteinte xD). On ne parlera pas non plus des erreurs de scripte (laser qui un coup arrache la tête et la fois suivante fait une petite douleur à l'épaule ou laisse un trou minuscule dans un tuyau...). Il n'y a aucun suspense, tout le film est prévisible du début à la fin. On dirait une pâle copie d'Indepance day (petits vaisseaux qui dépend du gros, allure du tir de canon, ...) mais en plus moderne, je me suis même demandé s'ils n'allaient pas créer un virus pour paralyser les boucliers :D. Enfin les effets spéciaux, vraiment très bien fait et très réaliste... pour les années 70. Avec la technologie que l'on a aujourd'hui, je ne comprend pas comment des films peuvent encore ressembler à ça... Bref vraiment très décevant et à éviter.	0
2807	Ce film est une ode à Anicée Alvina, construit pour elle et autour d'elle et c'est tout simplement magnifique, les images sont à la fois troublantes et splendides distillant un érotisme subtil. La narration est déroutante mais c'est volontaire, on sait très bien que ces cellules aux murs blancs immaculés gardées par des religieuses n'existent pas, pas plus que les inquiétants sous-sols. Alors, ce qu'on voit ce sont (peut-être) les fantasmes de ses clients (puisque Olga et Anicée jouent le rôle de prostituées occasionnelles) mélangés aux siens (fantasmes lesbiens, fantasmes de domination, fantasmes de sang et de mort). Certes, il faut entrer dans ce genre de film, mais ces demoiselles nous aident bien, il suffit de se laisser entraîner. Le film se veut également un pied de nez aux institutions établies (police, justice, religion, ordre moral). A noter deux curiosités, d'abord la présence furtive (quelques secondes) de Catherine Robbe-Grillet et d'Isabelle Huppert, et puis cette magnifique démonstration d'anamorphoses sur les murs blancs par Anicée Alvina. La scène est d'une beauté à couper le souffle, et si le résultat fascine c'est parce que nous avons vu sa réalisation. Sans cela, le désintérêt remplace la fascination, et c'est sans doute ce que n'a jamais compris Yves Klein.	1
2808	Premier volet de «la trilogie de chambre», «À travers le miroir» (1961) est aussi le premier film de Bergman tourné sur l'île de Faro, celle-là même qui permettra au réalisateur la création d'une série fascinante de «huis clos en plein air» qui trouvera son terme en 1969 avec «Une passion». Le film introduit la problématique du rapport conflictuel avec Dieu qui sera développée dans les deux volets suivants, mais envisage aussi la difficulté et le désordre des rapports familiaux, autre thème bergmanien récurrent. Karin (Harriet Andersson), atteinte d'une maladie mentale incurable, apparaît comme le catalyseur de l'ensemble des tensions familiales. En proie à une authentique folie mystique, elle recherche l'apaisement dans l'espoir d'une vision de Dieu. Le paroxysme du drame est atteint lorsqu'elle est convaincue que Dieu l'a exaucée mais, d'une manière épouvantable et déconcertante, en lui apparaissant sous la forme monstrueuse d'une araignée. À la question finale de Minus, le frère de Karin (Lars Passgard), le père (Björnstrand) répondra que Dieu doit être cherché, non pas dans un au-delà transcendant, mais dans l'immanence même de l'amour humain, thèse provisoire qui sera elle-même mise à mal dans le film suivant «Les communiants». C'est en réalité la thématique de la faute et de la souffrance qui continue d'obséder le réalisateur, mais sa méditation atteint ici une intensité inédite jusqu'alors, en raison même de l'économie extrême des moyens mis en oeuvre et de l'isolement (au sens étymologique du terme, «isola» signifiant «île») des personnages. Faut-il le dire? ... la réussite est totale. Et, au risque d'être un peu répétitif (mais Bergman est vraiment à mes yeux l'un des trois ou quatre plus grands), je ne veux pas manquer au plaisir de communiquer mon enthousiasme en qualifiant «À travers le miroir» de chef-d'oeuvre absolu!	1
2809	Comme presque toujours chez Téchiné, il y a quelques moments intéressants en matière de cinéma, mais surtout, par ailleurs, beaucoup de déchet et de moments creux. Téchiné n'est vraiment pas un grand cinéaste !	0
2810	Excellent documentaire que je conseille. Les séquences d’interviews montrent des professionnels extrêmement lucides sur leur fonction et ayant un fort degré d’humanité ainsi que de pédagogie, à l’opposé de l’image qu’on peut avoir d’eux. Mention spéciale pour Fabienne Siredey-Garnier et André Potocki, au verbe tranchant et d’une grande franchise. Les séquences d’illustration collent totalement au sujet et sont tout autant passionnantes, Robert Salis filme d’une part l’architecture monumentale et intimidante des lieux de justice, et d’autre part les citadins, figures abstraites et pourtant raison d’être de la justice. Cependant, il arrive un moment de doute devant tant de perfection, car le spectateur a en tête les conflits justice-police ou justice-citoyens, or si les magistrats avaient tous ce niveau d’intelligence, on serait déjà sorti des conflits par le haut. Et non ! Comme il s’agit de matière humaine dans ses aspects les plus noirs, le film nous fait comprendre que l’objectif quotidien n’est pas la satisfaction de toutes les parties prenantes, mais bien d’atteindre le juste dans le respect de la loi.	1
2811	Tout le monde n'est pas Scorcese. Non seulement Ben Afflek ne renouvelle pas le film de gangsters, mais il accumule les clichés, se disperse, et ose nous faire le coup du bon gangster, celui qui ne touche ni à la drogue ni à la prostitution. Les images sont belles, la production n'a pas lésiné sur les moyens, mais ce film n'a strictement aucun intérêt. Des coupes de trois bons quarts d'heure, à défaut de lui donner une âme, lui auraient apporté davantage de rythme, car ça traîne et sombre dans le mélo pleurnichard et moraliste. Quant à Ben Afflek lui-même, sa prestation est honorable mais ne suffit pas à sauver sa piètre réalisation.	0
